title,year,budget,gross,duration,classification,votes,rating,language,country,cast_total_facebook_likes,action,adventure,fantasy,sci_fi,thriller,romance,comedy,other,drama,crime
Made ,2001,5000000,5308707,95,15,15053,6.4,English,USA,5245,0,0,0,0,1,0,1,0,1,1
Moon ,2009,5000000,5009677,97,15,260607,7.9,English,UK,19404,0,0,0,1,0,0,0,1,1,0
The Sweet Hereafter ,1997,5000000,4306697,112,15,26720,7.7,English,Canada,2820,0,0,0,0,0,0,0,0,1,0
Of Gods and Men ,2010,4000000,3950029,122,12A,12411,7.2,French,France,416,0,0,0,0,0,0,0,0,1,0
Bottle Shock ,2008,5000000,4040588,110,12A,12233,6.8,English,USA,25676,0,0,0,0,0,0,1,0,1,0
Heavenly Creatures ,1994,5000000,3049135,108,15,50197,7.4,English,New Zealand,14574,0,0,0,0,1,1,0,1,1,1
90 Minutes in Heaven ,2015,5000000,4700361,121,12A,2047,4.6,English,USA,6617,0,0,0,0,0,0,0,0,1,0
Everything Must Go ,2010,5000000,2711210,97,15,40305,6.4,English,USA,10517,0,0,0,0,0,0,1,0,1,0
Zero Effect ,1998,5000000,1980338,116,15,12366,7,English,USA,1209,0,0,0,0,1,0,1,1,1,1
The Machinist ,2004,5000000,1082044,94,15,281649,7.7,English,Spain,24994,0,0,0,0,1,0,0,0,1,0
Light Sleeper ,1992,5000000,1100000,103,15,3665,6.8,English,USA,1201,0,0,0,0,0,0,0,0,1,1
Kill the Messenger ,2014,5000000,2445646,112,15,32382,7,English,USA,12897,0,0,0,0,1,0,0,1,1,1
Rabbit Hole ,2010,5000000,2221809,91,12A,40618,7,English,USA,1582,0,0,0,0,0,0,0,0,1,0
Party Monster ,2003,5000000,296665,98,15,12675,6.3,English,USA,5185,0,0,0,0,1,0,0,1,1,1
Green Room ,2015,5000000,3219029,95,15,28845,7.1,English,USA,1836,0,0,0,0,1,0,0,1,0,1
Atlas Shrugged: Who Is John Galt? ,2014,5000000,830210,99,12A,1900,4.4,English,USA,3382,0,0,0,1,0,0,0,1,1,0
Bottle Rocket ,1996,7000000,1040879,91,15,54478,7.1,English,USA,648,0,0,0,0,0,0,1,0,1,1
Albino Alligator ,1996,5000000,326308,97,15,6632,6.1,English,USA,13718,0,0,0,0,1,0,0,0,1,1
"Lovely, Still ",2008,5000000,124720,90,PG,1560,7.3,English,USA,4987,0,0,0,0,0,1,0,0,1,0
Desert Blue ,1998,2000000,99147,90,15,1884,6.2,English,USA,3207,0,0,0,0,0,0,0,0,1,0
The Visit ,2015,5000000,65069140,94,12A,65299,6.2,English,USA,1010,0,0,0,0,1,0,0,1,0,0
Redacted ,2007,5000000,65087,90,15,8824,6.2,English,USA,408,0,0,0,0,1,0,0,1,0,1
Fascination ,2004,5000000,16066,103,15,1207,3.3,English,Germany,1789,0,0,0,0,1,1,0,1,0,0
Rudderless ,2014,5000000,37440,105,15,12672,7.5,English,USA,1986,0,0,0,0,0,0,1,1,1,0
Sling Blade ,1996,890000,24475416,148,15,72443,8,English,USA,3967,0,0,0,0,0,0,0,0,1,0
Hostel ,2005,4800000,47277326,93,15,138814,5.9,English,USA,2990,0,0,0,0,0,0,0,1,0,0
Tristram Shandy: A Cock and Bull Story ,2005,2800000,1247453,94,15,11202,6.8,English,UK,3690,0,0,0,0,0,0,1,0,1,0
Take Shelter ,2011,5000000,1729969,121,15,68211,7.4,English,USA,1520,0,0,0,0,1,0,0,0,1,0
Lady in White ,1988,4700000,1705139,118,15,4695,6.7,English,USA,2545,0,0,1,0,1,0,0,1,0,0
The Names of Love ,2010,4600000,513836,100,15,6304,7.2,French,France,143,0,0,0,0,0,1,1,0,1,0
Police Academy ,1984,4500000,81200000,96,15,87739,6.7,English,USA,3113,0,0,0,0,0,0,1,0,0,0
Four Weddings and a Funeral ,1994,4500000,52700832,117,15,107923,7.1,English,UK,1862,0,0,0,0,0,1,1,0,1,0
25th Hour ,2002,15000000,13060843,108,15,149528,7.7,English,USA,26050,0,0,0,0,0,0,0,0,1,0
Bound ,1996,4500000,3798532,109,15,41138,7.4,English,USA,3668,0,0,0,0,1,1,0,0,1,1
Requiem for a Dream ,2000,4500000,3609278,102,15,573541,8.4,English,USA,2235,0,0,0,0,0,0,0,0,1,0
Tango ,1998,700000000,1687311,115,12A,2412,7.2,Spanish,Spain,371,0,0,0,0,0,0,0,1,1,0
Moms' Night Out ,2014,5000000,10429707,98,PG,10483,5.4,English,USA,2705,0,0,0,0,0,0,1,0,0,0
Donnie Darko ,2001,4500000,727883,133,15,580999,8.1,English,USA,17040,0,0,0,1,1,0,0,0,1,0
Spun ,2002,2000000,410241,106,15,32357,6.8,English,USA,2110,0,0,0,0,0,0,1,0,1,1
Mean Machine ,2001,2500000,92191,99,15,29463,6.5,English,UK,29325,0,0,0,0,0,0,1,1,1,0
Exiled ,2006,35000000,49413,110,15,6919,7.3,Cantonese,Hong Kong,398,1,0,0,0,1,0,0,0,0,1
After.Life ,2009,4500000,108229,104,15,30836,5.9,English,USA,15860,0,0,0,0,1,0,0,1,1,0
One Flew Over the Cuckoo's Nest ,1975,4400000,112000000,133,15,680041,8.7,English,USA,2176,0,0,0,0,0,0,0,0,1,0
Falcon Rising ,2014,4500000,8691,103,15,4952,5.8,English,USA,3089,1,1,0,0,0,0,0,0,0,0
The Sweeney ,2012,3000000,26345,112,15,16445,6.1,English,UK,4810,1,0,0,0,0,0,0,0,1,1
Whale Rider ,2002,6000000,20772796,101,12A,34232,7.6,English,New Zealand,497,0,0,0,0,0,0,0,1,1,0
Pan ,2015,150000000,34964818,111,PG,39975,5.8,English,USA,21404,0,1,1,0,0,0,0,1,0,0
The Crying Game ,1992,2300000,62549000,112,15,41361,7.3,English,UK,2412,0,0,0,0,1,1,0,0,1,1
Porky's ,1981,4000000,105500000,94,15,31260,6.2,English,Canada,582,0,0,0,0,0,0,1,0,0,0
Survival of the Dead ,2009,4000000,101055,90,15,17478,5,English,USA,1951,0,0,0,0,0,0,0,1,0,0
Lost in Translation ,2003,4000000,44566004,101,15,321283,7.8,English,USA,32015,0,0,0,0,0,0,0,0,1,0
Annie Hall ,1977,4000000,39200000,93,PG,192940,8.1,English,USA,12691,0,0,0,0,0,1,1,0,0,0
Exodus: Gods and Kings ,2014,140000000,65007045,150,12A,128694,6.1,English,UK,26489,1,1,0,0,0,0,0,0,1,0
Monster's Ball ,2001,4000000,31252964,112,15,71495,7.1,English,USA,13707,0,0,0,0,0,1,0,0,1,0
Maggie ,2015,8500000,131175,95,12A,30219,5.6,English,USA,1885,0,0,0,0,0,0,0,1,1,0
Leaving Las Vegas ,1995,3600000,31968347,111,15,93894,7.6,English,USA,14823,0,0,0,0,0,1,0,0,1,0
The Boy Next Door ,2015,4000000,35385560,91,15,27198,4.6,English,USA,4807,0,0,0,0,1,0,0,1,0,0
The Kids Are All Right ,2010,3500000,20803237,106,15,110616,7.1,English,USA,18645,0,0,0,0,0,0,1,0,1,0
They Live ,1988,4000000,13008928,93,15,73501,7.3,English,USA,837,0,0,0,1,1,0,0,1,0,0
The Last Exorcism Part II ,2013,5000000,15152879,93,12A,13506,4,English,France,46868,0,0,0,0,1,0,0,1,1,0
Boyhood ,2014,4000000,25359200,165,15,266020,8,English,USA,673,0,0,0,0,0,0,0,0,1,0
Scoop ,2006,4000000,10515579,96,12A,66840,6.7,English,UK,20132,0,0,0,0,0,0,1,1,0,1
Planet of the Apes ,2001,100000000,180011740,119,12A,177729,5.7,English,USA,2776,1,1,0,1,1,0,0,0,0,0
The Wash ,2001,4000000,10097096,93,15,5612,4.6,English,USA,955,0,0,0,0,0,0,1,0,0,0
3 Strikes ,2000,6000000,9821335,82,15,1415,4,English,USA,3354,0,0,0,0,0,0,1,0,0,0
The Cooler ,2003,3200000,8243880,101,15,28714,7,English,USA,3086,0,0,1,0,0,1,0,0,1,1
The Night Listener ,2006,4000000,7825820,81,15,13086,5.9,English,USA,50831,0,0,0,0,1,0,0,1,0,1
My Soul to Take ,2010,25000000,14637490,107,15,16411,4.8,English,USA,2537,0,0,0,0,1,0,0,1,0,0
The Orphanage ,2007,3400000,7159147,105,15,120189,7.5,Spanish,Spain,954,0,0,0,0,1,0,0,1,1,0
A Haunted House 2 ,2014,4000000,17314483,86,15,14621,4.7,English,USA,4073,0,0,1,0,0,0,1,0,0,0
The Rules of Attraction ,2002,4000000,6525762,110,15,44339,6.7,English,USA,19928,0,0,0,0,0,1,1,0,1,0
Four Rooms ,1995,4000000,4301331,110,15,78241,6.7,English,USA,7921,0,0,1,0,0,0,1,0,0,0
Secretary ,2002,4000000,4046737,104,15,67949,7.1,English,USA,2251,0,0,0,0,0,1,1,0,1,0
The Real Cancun ,2003,8000000,3713002,96,15,3611,2.7,English,USA,972,0,0,0,0,0,0,0,1,0,0
Talk Radio ,1988,4000000,3468572,110,15,10073,7.3,English,USA,1966,0,0,0,0,0,0,0,0,1,0
Waiting for Guffman ,1996,4000000,2892582,84,15,22697,7.6,English,USA,3559,0,0,0,0,0,0,1,0,0,0
Love Stinks ,1999,4000000,2800000,94,15,4377,5.8,English,USA,2662,0,0,0,0,0,0,1,0,0,0
You Kill Me ,2007,4000000,2426851,93,15,16224,6.5,English,USA,776,0,0,0,0,1,1,1,0,0,1
Thumbsucker ,2005,4000000,1325073,96,15,18762,6.6,English,USA,1208,0,0,0,0,0,0,1,0,1,0
Mirrormask ,2005,4000000,864959,101,PG,20275,6.9,English,UK,1215,0,1,1,0,0,0,0,0,0,0
Samsara ,2011,4000000,2601847,102,12A,22457,8.5,None,USA,48,0,0,0,0,0,0,0,1,0,0
The Barbarians ,1987,4000000,800000,87,15,2308,4.8,English,USA,1700,0,1,1,0,0,0,0,0,0,0
Poolhall Junkies ,2002,4000000,562059,99,15,8535,7,English,USA,3130,0,0,0,0,1,0,0,0,1,0
The Loss of Sexual Innocence ,1999,4000000,399793,106,15,2877,5.4,English,USA,4343,0,0,0,0,0,0,0,0,1,0
Joe ,2013,4000000,371897,117,15,36494,6.9,English,USA,13607,0,0,0,0,0,0,0,0,1,0
Shooting Fish ,1997,3000000,302204,99,PG,6705,6.6,English,UK,975,0,0,0,0,0,1,1,0,0,1
Prison ,1987,1300000,354704,102,15,2705,5.9,English,USA,11083,0,0,0,0,1,0,0,1,1,1
The Big Tease ,1999,4000000,185577,86,15,2133,6.3,English,UK,2805,0,0,0,0,0,0,1,0,0,0
"Buen Día, Ramón ",2013,4000000,100412,120,12A,2112,7.7,German,Mexico,824,0,0,0,0,0,0,0,0,1,0
Trust ,2010,9500000,58214,106,15,34224,7,English,USA,916,0,0,0,0,1,0,0,0,1,1
An Everlasting Piece ,2000,14000000,75078,103,15,1398,6.3,English,USA,1403,0,0,0,0,0,0,1,0,0,0
Among Giants ,1998,2500000,64359,93,15,811,5.9,English,UK,643,0,0,0,0,0,1,1,0,0,0
Adore ,2013,16000000,317125,112,15,23334,6.2,English,Australia,25269,0,0,0,0,0,1,0,0,1,0
Mondays in the Sun ,2002,4000000,146402,113,15,9913,7.7,Spanish,Spain,387,0,0,0,0,0,0,1,0,1,0
Stake Land ,2010,650000,18469,98,15,34263,6.5,English,USA,1038,0,0,0,1,0,0,0,1,1,0
The Last Time I Committed Suicide ,1997,4000000,12836,92,15,1686,5.8,English,USA,20135,0,0,0,0,0,0,0,1,1,0
Inescapable ,2012,4000000,4063,93,15,2086,5.2,English,Canada,242,0,0,0,0,1,1,0,1,1,0
Gone with the Wind ,1939,3977000,198655278,226,U,215340,8.2,English,USA,1862,0,0,0,0,0,1,0,1,1,0
Desert Dancer ,2014,4000000,143653,104,12A,1177,6,English,UK,1281,0,0,0,0,0,0,0,1,1,0
Defendor ,2009,3500000,37606,95,15,31836,6.8,English,Canada,2658,0,0,0,0,0,0,1,0,1,1
The History Boys ,2006,2000000,2706659,109,15,17770,6.9,English,UK,5977,0,0,0,0,0,0,1,0,1,0
Unknown ,2011,30000000,61094903,113,12A,210548,6.9,English,UK,17151,1,0,0,0,1,0,0,1,0,0
The Full Monty ,1997,3500000,45857453,91,15,82232,7.2,English,UK,2323,0,0,0,0,0,0,1,1,1,0
Airplane! ,1980,3500000,83400000,88,PG,160281,7.8,English,USA,2726,0,0,0,0,0,0,1,0,0,0
Friday ,1995,3500000,27900000,97,15,74626,7.3,English,USA,3455,0,0,0,0,0,0,1,0,1,0
Menace II Society ,1993,3500000,27900000,97,15,39508,7.5,English,USA,3036,0,0,0,0,1,0,0,0,1,1
Creepshow 2 ,1987,3500000,14000000,85,15,15956,6,English,USA,3617,0,0,1,0,1,0,1,1,0,0
The Witch ,2015,3500000,25138292,92,15,66483,6.8,English,USA,1122,0,0,0,0,0,0,0,1,0,0
I Got the Hook Up ,1998,3500000,10305534,93,15,1721,3.9,English,USA,987,0,0,0,0,0,0,1,0,0,0
She's the One ,1996,3500000,9449219,96,15,13949,6.1,English,USA,995,0,0,0,0,0,1,1,0,1,0
Gods and Monsters ,1998,3500000,6390032,105,15,24977,7.5,English,USA,4238,0,0,0,0,0,0,0,1,1,0
Pootie Tang ,2001,3000000,3293258,81,12A,11399,5.2,English,USA,2238,1,1,0,0,0,0,1,1,0,0
La otra conquista ,1998,3500000,886410,106,15,1024,6.8,Spanish,Mexico,222,0,0,0,0,0,0,0,1,1,0
Ira & Abby ,2006,3500000,220234,101,15,1950,6.5,English,USA,3574,0,0,0,0,0,1,1,0,0,0
The Watch ,2012,68000000,34350553,102,15,104072,5.7,English,USA,2486,1,0,0,1,0,0,1,0,0,0
Winter Passing ,2005,3500000,101228,98,15,7228,6.4,English,USA,20009,0,0,0,0,0,0,1,0,1,0
D.E.B.S. ,2004,3500000,96793,91,12A,12188,5.3,English,USA,6380,1,0,0,0,0,1,1,0,0,0
The Masked Saint ,2016,3500000,123777,105,12A,342,4.7,English,Canada,1043,1,0,1,0,0,0,0,1,1,1
March of the Penguins ,2005,8000000,77413017,80,U,45984,7.6,French,France,11218,0,0,0,0,0,0,0,1,0,0
Margin Call ,2011,3500000,5354039,107,15,92599,7.1,English,USA,22834,0,0,0,0,1,0,0,1,1,0
Choke ,2008,3000000,2926565,92,15,28573,6.5,English,USA,3608,0,0,0,0,0,0,1,0,1,0
Whiplash ,2014,3300000,13092000,107,15,399138,8.5,English,USA,26495,0,0,0,0,0,0,0,1,1,0
Human Traffic ,1999,2200000,104257,99,15,19194,7.1,English,UK,1430,0,0,0,0,0,0,1,1,0,0
Bella ,2006,3300000,8108247,91,12A,9607,7.4,English,USA,2747,0,0,0,0,0,1,0,0,1,0
Dreaming of Joseph Lees ,1999,2000000,7680,92,15,704,6.4,English,USA,2020,0,0,0,0,0,1,0,0,1,0
Beginners ,2010,3200000,5776314,105,15,73349,7.2,English,USA,2016,0,0,0,0,0,1,1,0,1,0
Animal House ,1978,3000000,141600000,109,15,90177,7.6,English,USA,3468,0,0,0,0,0,0,1,0,0,0
Trainspotting ,1996,3500000,16501785,94,15,469561,8.2,English,UK,3559,0,0,0,0,0,0,0,0,1,0
The Original Kings of Comedy ,2000,3000000,38168022,115,15,4687,6.6,English,USA,1964,0,0,0,0,0,0,1,1,0,0
Paranormal Activity 2 ,2010,3000000,84749884,98,15,82133,5.7,English,USA,1081,0,0,0,0,0,0,0,1,0,0
Waking Ned Devine ,1998,3000000,24788807,91,PG,21245,7.4,English,UK,1965,0,0,0,0,0,0,1,0,0,0
Bowling for Columbine ,2002,4000000,21244913,120,15,123090,8,English,Germany,1779,0,0,0,0,0,0,0,1,1,1
A Nightmare on Elm Street 2: Freddy's Revenge ,1985,2200000,30000000,87,15,43485,5.4,English,USA,1472,0,0,1,0,0,0,0,1,0,0
The Purge ,2013,3000000,64423650,85,15,139329,5.7,English,USA,3708,0,0,0,1,1,0,0,1,0,0
Sinister ,2012,3000000,48056940,110,15,155153,6.8,English,USA,2239,0,0,0,0,0,0,0,1,0,0
Martin Lawrence Live: Runteldat ,2002,3000000,19184015,113,15,1466,5.4,English,USA,159,0,0,0,0,0,0,1,1,0,0
Air Bud ,1997,3000000,24629916,98,PG,12942,5.1,English,USA,4277,0,0,0,0,0,0,1,1,1,0
Jason Lives: Friday the 13th Part VI ,1986,3000000,19472057,86,15,25332,5.9,English,USA,1862,0,0,0,0,1,0,0,1,0,0
The Bridge on the River Kwai ,1957,3000000,27200000,161,PG,149444,8.2,English,UK,1035,0,1,0,0,0,0,0,1,1,0
Spaced Invaders ,1990,3000000,15369573,100,PG,2580,5.3,English,USA,1441,0,1,0,1,0,0,1,0,0,0
Jason Goes to Hell: The Final Friday ,1993,2500000,15935068,91,15,19331,4.3,English,USA,2899,0,0,1,0,1,0,0,1,0,0
Dave Chappelle's Block Party ,2005,3000000,11694528,100,15,7721,7.2,English,USA,2165,0,0,0,0,0,0,1,1,0,0
Next Day Air ,2009,3000000,10017041,84,15,8265,5.9,English,USA,4815,1,0,0,0,0,0,1,0,0,1
Phat Girlz ,2006,3000000,7059537,99,12A,8279,3,English,USA,2321,0,0,0,0,0,0,1,0,0,0
Before Midnight ,2013,3000000,8114507,109,15,95362,7.9,English,USA,328,0,0,0,0,0,1,0,0,1,0
Teen Wolf Too ,1987,3000000,7888703,95,PG,8465,3.2,English,USA,1389,0,0,1,0,0,0,1,0,0,0
Phantasm II ,1988,3000000,7282851,97,15,9502,6.5,English,USA,1395,1,0,1,1,1,0,0,1,0,0
Real Women Have Curves ,2002,3000000,5844929,90,12A,6000,7,English,USA,2510,0,0,0,0,0,0,1,0,1,0
East Is East ,1999,1900000,4170647,96,15,14548,6.9,English,UK,1616,0,0,0,0,0,0,1,0,1,0
Whipped ,2000,3000000,4142507,82,15,3665,4.4,English,USA,858,0,0,0,0,0,1,1,0,0,0
Kama Sutra: A Tale of Love ,1996,3000000,4109095,109,15,8239,6,English,USA,1292,0,0,0,0,0,1,0,1,1,1
Warlock: The Armageddon ,1993,3000000,3902679,98,15,3943,5.3,English,USA,1806,0,0,1,0,0,0,0,1,0,0
8 Heads in a Duffel Bag ,1997,3000000,3559990,95,15,8005,5.3,English,USA,1363,0,0,0,0,0,0,1,0,0,1
Thirteen Conversations About One Thing ,2001,4500000,3287435,104,15,8603,7.1,English,USA,12250,0,0,0,0,0,0,0,0,1,0
Jawbreaker ,1999,3500000,3071947,87,15,18711,5.4,English,USA,9555,0,0,0,0,1,0,1,0,0,1
Basquiat ,1996,3300000,2961991,108,15,15885,6.9,English,USA,11459,0,0,0,0,0,0,0,1,1,0
Tsotsi ,2005,3000000,2912363,94,15,25063,7.3,Zulu,UK,278,0,0,0,0,0,0,0,0,1,1
DysFunktional Family ,2003,3000000,2223990,89,15,761,6.6,English,USA,539,0,0,0,0,0,0,1,1,0,0
Tusk ,2014,3000000,1821983,102,15,31089,5.4,English,USA,43810,0,0,0,0,0,0,1,1,1,0
Letters to God ,2010,3500000,2848578,110,PG,3942,6.3,English,USA,1567,0,0,0,0,0,0,0,1,1,0
Compadres ,2016,3000000,3105269,101,15,368,5,English,Mexico,1335,1,0,0,0,0,0,1,0,0,0
Bachelorette ,2012,3000000,418268,87,15,37156,5.3,English,USA,8353,0,0,0,0,0,1,1,0,0,0
Tim and Eric's Billion Dollar Movie ,2012,3000000,200803,93,15,7988,5.3,English,USA,1467,0,0,0,0,0,0,1,0,0,0
The Gambler ,2014,25000000,33631221,111,15,48562,6,English,USA,3784,0,0,0,0,1,0,0,0,1,1
Summer Storm ,2004,2700000,95016,98,15,11074,7.4,German,Germany,362,0,0,0,0,0,1,1,1,1,0
Fort McCoy ,2011,3000000,73678,100,15,266,5.9,English,USA,4374,0,0,0,0,0,0,0,1,1,0
Chain Letter ,2009,5000000,143000,88,15,4122,4.1,English,USA,1495,0,0,0,0,1,0,0,1,0,0
Just Looking ,1999,3000000,39852,97,15,1238,6.7,English,USA,1030,0,0,0,0,0,0,1,0,1,0
The Divide ,2011,3000000,22000,122,15,30511,5.8,English,Germany,4920,0,0,0,1,1,0,0,0,1,0
Alice in Wonderland ,2010,200000000,334185206,108,PG,306336,6.5,English,USA,79957,0,1,1,0,0,0,0,1,0,0
Tanner Hall ,2009,3000000,5005,96,15,2280,5.9,English,USA,1929,0,0,0,0,0,0,0,0,1,0
Cinderella ,2015,95000000,201148159,105,PG,103749,7,English,USA,4671,0,0,1,0,0,1,0,1,1,0
Boynton Beach Club ,2005,1500000,3123749,105,15,746,6.5,English,USA,1231,0,0,0,0,0,1,1,0,0,0
Freakonomics ,2010,3000000,100675,93,12A,5695,6.4,English,USA,2305,0,0,0,0,0,0,0,1,0,0
Hustle & Flow ,2005,8000000,22201636,116,15,33567,7.4,English,USA,727,0,0,0,0,0,0,0,1,1,1
Friday the 13th Part VII: The New Blood ,1988,2800000,19170001,88,15,21359,5.3,English,USA,1855,0,0,0,0,0,0,0,1,0,0
Young Frankenstein ,1974,2800000,86300000,106,PG,112671,8,English,USA,2703,0,0,0,0,0,0,1,0,0,0
Diary of the Dead ,2007,2000000,952620,95,15,40800,5.7,English,USA,1797,0,0,0,0,0,0,0,1,0,0
Ulee's Gold ,1997,2700000,9054736,113,15,5744,7.1,English,USA,787,0,0,0,0,0,0,0,0,1,0
Blazing Saddles ,1974,2600000,119500000,93,15,95294,7.8,English,USA,4701,0,0,0,0,0,0,1,1,0,0
Friday the 13th: The Final Chapter ,1984,1800000,32600000,97,15,29488,5.9,English,USA,467,0,0,0,0,1,0,0,1,0,0
Maurice ,1987,2600000,3130592,140,15,10755,7.8,English,UK,1269,0,0,0,0,0,1,0,0,1,0
Beer League ,2006,2800000,475000,86,15,6930,6,English,USA,2753,0,0,0,0,0,0,1,1,0,0
The Astronaut's Wife ,1999,34000000,10654581,109,15,45500,5.3,English,USA,52621,0,0,0,1,1,0,0,0,1,0
Timecrimes ,2007,2600000,38108,66,15,40878,7.2,Spanish,Spain,239,0,0,0,1,1,0,0,1,0,0
A Haunted House ,2013,2500000,40041683,86,15,34620,5.1,English,USA,3421,0,0,1,0,0,0,1,0,0,0
2016: Obama's America ,2012,2500000,33349949,87,PG,9010,5.1,English,USA,1111,0,0,0,0,0,0,0,1,0,0
Halloween II ,2009,15000000,33386128,119,15,36372,4.9,English,USA,3226,0,0,0,0,0,0,0,1,0,0
That Thing You Do! ,1996,26000000,25809813,149,PG,50311,6.9,English,USA,28713,0,0,0,0,0,0,1,1,1,0
Halloween III: Season of the Witch ,1982,2500000,14400000,98,15,28589,4.6,English,USA,684,0,0,0,1,0,0,0,1,0,0
Kevin Hart: Let Me Explain ,2013,2500000,32230907,75,15,6062,6.7,English,USA,1385,0,0,0,0,0,0,1,1,0,0
My Own Private Idaho ,1991,2500000,6401336,104,15,36996,7.1,English,USA,19923,0,0,0,0,0,0,0,0,1,0
Garden State ,2004,2500000,26781723,102,15,187595,7.6,English,USA,1655,0,0,0,0,0,1,1,0,1,0
Before Sunrise ,1995,2500000,5400000,105,15,183288,8.1,English,USA,36,0,0,0,0,0,1,0,0,1,0
Jesus' Son ,1999,2500000,1282084,107,15,6221,7,English,USA,2125,0,0,0,0,0,0,0,0,1,0
Robot & Frank ,2012,2500000,3325638,89,12A,52509,7.1,English,USA,1980,0,0,0,1,0,0,1,0,1,1
My Life Without Me ,2003,2000000,395592,106,15,21202,7.6,English,Spain,2972,0,0,0,0,0,1,0,0,1,0
The Spectacular Now ,2013,2500000,6851969,95,15,105591,7.1,English,USA,10040,0,0,0,0,0,1,1,0,1,0
Religulous ,2008,2500000,12995673,101,15,52286,7.7,English,USA,338,0,0,0,0,0,0,1,1,0,0
Dodgeball: A True Underdog Story ,2004,20000000,114324072,92,12A,185345,6.7,English,USA,4730,0,0,0,0,0,0,1,1,0,0
Eye of the Dolphin ,2006,2500000,71904,100,12A,806,5.7,English,USA,1491,0,0,0,0,0,0,1,1,1,0
8: The Mormon Proposition ,2010,2500000,99851,80,15,1138,7.1,English,USA,210,0,0,0,0,0,0,0,1,0,0
The Other End of the Line ,2008,14000000,115504,106,12A,4820,6.2,English,UK,1739,0,0,0,0,0,1,1,0,1,0
Anatomy ,2000,8400000,5725,103,15,10220,6.1,German,Germany,163,0,0,0,0,1,0,0,1,0,0
Sleep Dealer ,2008,2500000,75727,90,12A,5699,5.9,Spanish,USA,862,0,0,0,1,1,1,0,0,1,0
Super ,2010,2500000,322157,96,15,61787,6.8,English,USA,4590,0,0,0,0,0,0,1,0,1,1
Get on the Bus ,1996,2400000,5731103,120,15,4100,6.8,English,USA,5963,0,0,0,0,0,0,0,1,1,0
Go for It! ,2011,2450000,178739,105,12A,1015,3.9,English,USA,1668,0,0,0,0,0,0,0,1,1,0
Fantasia ,1940,2280000,76400000,120,U,71321,7.8,English,USA,16,0,0,1,0,0,0,0,1,0,0
Friday the 13th Part III ,1982,4000000,36200000,91,15,31952,5.7,English,USA,174,0,0,0,0,1,0,0,1,0,0
Friday the 13th: A New Beginning ,1985,2200000,21300000,92,15,22521,4.7,English,USA,170,0,0,0,0,1,0,0,1,0,0
The Last Sin Eater ,2007,2200000,379643,117,12A,1573,5.9,English,USA,2161,0,0,0,0,0,0,0,0,1,0
Do You Believe? ,2015,2300000,12985267,120,12A,4977,5.9,English,USA,6752,0,0,0,0,0,0,0,0,1,0
Mi America ,2015,2100000,3330,125,15,22,7.2,English,USA,214,0,0,0,0,0,0,0,0,1,1
The Toxic Avenger Part II ,1989,2300000,792966,96,15,4663,5.1,English,USA,99,1,0,0,1,0,0,1,1,0,0
It Follows ,2014,2000000,14673301,100,15,112899,6.9,English,USA,1062,0,0,0,0,0,0,0,1,0,0
Mad Max 2: The Road Warrior ,1981,2000000,9003011,87,15,133966,7.6,English,Australia,1396,1,1,0,1,1,0,0,0,0,0
The Legend of Drunken Master ,1994,2000000,11546543,102,15,34520,7.6,Cantonese,Hong Kong,768,1,0,0,0,0,0,1,0,0,0
Boys Don't Cry ,1999,2000000,11533945,118,15,77551,7.6,English,USA,563,0,0,0,0,0,1,0,1,1,1
Silent House ,2011,2000000,12555230,86,15,18566,5.3,English,France,218,0,0,0,0,1,0,0,1,1,0
The Lives of Others ,2006,2000000,11284657,137,15,259379,8.5,German,Germany,927,0,0,0,0,1,0,0,0,1,0
Courageous ,2011,2000000,34522221,129,12A,15401,7,English,USA,2300,0,0,0,0,0,0,0,0,1,0
The Triplets of Belleville ,2003,9500000,7002255,80,12A,42462,7.8,French,France,29,0,0,0,0,0,0,1,1,1,0
Smoke Signals ,1998,2000000,6719300,89,12A,8224,7.2,English,Canada,3163,0,0,0,0,0,0,1,0,1,0
Before Sunset ,2004,2700000,5792822,80,15,168398,8,English,USA,65,0,0,0,0,0,1,0,0,1,0
Amores Perros ,2000,2000000,5383834,115,15,173551,8.1,Spanish,Mexico,318,0,0,0,0,1,0,0,0,1,0
Thirteen ,2003,1500000,4599680,100,15,68222,6.8,English,USA,2186,0,0,0,0,0,0,0,0,1,0
Winter's Bone ,2010,2000000,6531491,100,15,111658,7.2,English,USA,34446,0,0,0,0,0,0,0,0,1,0
Me and You and Everyone We Know ,2005,2000000,3885134,91,15,31130,7.4,English,USA,1349,0,0,0,0,0,0,1,0,1,0
We Are Your Friends ,2015,2000000,3590010,96,15,20885,6.1,English,UK,3013,0,0,0,0,0,1,0,1,1,0
Harsh Times ,2005,2000000,3335839,116,15,54657,7,English,USA,50313,1,0,0,0,1,0,0,0,1,1
Captive ,2015,2000000,2557668,97,12A,3911,5.3,English,USA,2739,0,0,0,0,1,0,0,0,1,1
Full Frontal ,2002,2000000,2506446,101,15,8662,4.7,English,USA,11327,0,0,0,0,0,1,1,0,0,0
Witchboard ,1986,2000000,7369373,98,15,4288,5.7,English,UK,901,0,0,0,0,1,0,0,1,0,0
Hamlet ,1996,18000000,4414535,150,12A,30618,7.8,English,UK,1645,0,0,0,0,0,0,0,0,1,0
